dokument_uid,dokument_titel,dokument_geschaeftstitel_deutsch,dokument_geschaeftstitel_franz,dokument_typ_deutsch,dokument_typ_franz,dokument_ziel_publikation,dokument_url,dokument_geschaeft_uid,dokument_session_uid,Übersicht vom_x,geschaeft_uid,geschaeft_nr,geschaeft_titel_deutsch,geschaeft_titel_franz,geschaeft_typ_deutsch,geschaeft_typ_franz,geschaeft_vorstoss_nummer,geschaeft_federfuehrung_name_deutsch,geschaeft_federfuehrung_name_franz,geschaeft_federfuehrung_kuerzel_deutsch,geschaeft_federfuehrung_kuerzel_franz,geschaeft_vorberatende_kommission_uid,geschaeft_vorberatende_kommission_deutsch,geschaeft_vorberatende_kommission_franz,geschaeft_vorstoss_hauptvorstoesser_uid,geschaeft_vorstoss_hauptvorstoesser_vorname,geschaeft_vorstoss_hauptvorstoesser_name,geschaeft_vorstoss_mitvorstoesser_namen_liste,geschaeft_vorstoss_weitere_mitunterzeichner_anzahl,geschaeft_vorstoss_kommission_uid,geschaeft_vorstoss_kommission_name_deutsch,geschaeft_vorstoss_kommission_name_franz,geschaeft_vorstoss_fraktion_name_deutsch,geschaeft_vorstoss_fraktion_name_franz,geschaeft_vorstoss_eingereicht_datum,geschaeft_vorstoss_zurueckgezogen_datum,geschaeft_vorstoss_dringlichkeit_beantragt,geschaeft_vorstoss_dringlichkeit_gewaehrt,geschaeft_vorstoss_zurueckweisung_datum,geschaeft_referendumsart_deutsch,geschaeft_referendumsart_franz,geschaeft_letzte_behandlung_datum,geschaeft_letzte_behandlung_uhrzeit,geschaeft_beschluss_deutsch,geschaeft_beschluss_franz,geschaeft_beschlussdetail_deutsch,geschaeft_beschlussdetail_franz,Übersicht vom_y
fab2b78ace4245a19ea7decda71b4d27,M-005-2017-vorstosstext-de,Gesetzliche Grundlagen zu Transitplätzen für Fahrende,Bases juridiques relatives aux aires de transit,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/fab2b78ace4245a19ea7decda71b4d27-332.pdf,6729ba5a4d1d4662b0a3409b41117486,,2025-05-16 13:30,6729ba5a4d1d4662b0a3409b41117486,2017.RRGR.37,Gesetzliche Grundlagen zu Transitplätzen für Fahrende,Bases juridiques relatives aux aires de transit,Motion,Motion,005-2017,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,3e4146d9cf6a44fc819d0469eb0b8ff3,Nathan,Güntensperger,Ruedi Löffel-Wenger;Mathias Müller,0.0,,,,,,2017-01-18,,J,J,,,,2017-03-23,13.30-16.00,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme als Motion (Ja 94, Nein 45, Enthalten 1)Ziffer 1:	Ablehnung Abschreibung (Ja 57, Nein 85, Enthalten 1)Ziffer 2:	Annahme als Postulat (Ja 98, Nein 44, Enthalten 0)",,2025-05-16 13:00
457a5dc08530485fb619acd72fba1051,M-005-2017-vorstosstext-fr,Gesetzliche Grundlagen zu Transitplätzen für Fahrende,Bases juridiques relatives aux aires de transit,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/457a5dc08530485fb619acd72fba1051-332.pdf,6729ba5a4d1d4662b0a3409b41117486,,2025-05-16 13:30,6729ba5a4d1d4662b0a3409b41117486,2017.RRGR.37,Gesetzliche Grundlagen zu Transitplätzen für Fahrende,Bases juridiques relatives aux aires de transit,Motion,Motion,005-2017,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,3e4146d9cf6a44fc819d0469eb0b8ff3,Nathan,Güntensperger,Ruedi Löffel-Wenger;Mathias Müller,0.0,,,,,,2017-01-18,,J,J,,,,2017-03-23,13.30-16.00,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme als Motion (Ja 94, Nein 45, Enthalten 1)Ziffer 1:	Ablehnung Abschreibung (Ja 57, Nein 85, Enthalten 1)Ziffer 2:	Annahme als Postulat (Ja 98, Nein 44, Enthalten 0)",,2025-05-16 13:00
833920a6b66140d6bf20df990a26afb3,M-075-2015-vorstosstext-de,Kosten der Sozialhilfe durch neuen Verteiler im Lastenausgleich bremsen und verursachergerechter verteilen,Freiner l`explosion du coût de l`aide sociale,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/833920a6b66140d6bf20df990a26afb3-332.pdf,a674fbd99b874aa3af21b9f10d400278,,2025-05-16 13:30,a674fbd99b874aa3af21b9f10d400278,2015.RRGR.281,Kosten der Sozialhilfe durch neuen Verteiler im Lastenausgleich bremsen und verursachergerechter verteilen,Freiner l`explosion du coût de l`aide sociale,Motion,Motion,075-2015,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,0bd9e147bc5641bca7862550e9e00d22,Samuel,Krähenbühl,Philippe Müller;Patrick Freudiger,26.0,,,,,,2015-03-13,,N,,,,,2015-11-24,17.00-19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme als Postulat (Ja 90, Nein 49, Enthalten 0)Ziffern 2-4: Annahme als Postulat (Ja 72, Nein 67, Enthalten 1)Ziffer 5:	zurückgezogen",,2025-05-16 13:00
09334204ead44f6c9147fd069d3801e2,M-075-2015-vorstosstext-fr,Kosten der Sozialhilfe durch neuen Verteiler im Lastenausgleich bremsen und verursachergerechter verteilen,Freiner l`explosion du coût de l`aide sociale,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/09334204ead44f6c9147fd069d3801e2-332.pdf,a674fbd99b874aa3af21b9f10d400278,,2025-05-16 13:30,a674fbd99b874aa3af21b9f10d400278,2015.RRGR.281,Kosten der Sozialhilfe durch neuen Verteiler im Lastenausgleich bremsen und verursachergerechter verteilen,Freiner l`explosion du coût de l`aide sociale,Motion,Motion,075-2015,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,0bd9e147bc5641bca7862550e9e00d22,Samuel,Krähenbühl,Philippe Müller;Patrick Freudiger,26.0,,,,,,2015-03-13,,N,,,,,2015-11-24,17.00-19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme als Postulat (Ja 90, Nein 49, Enthalten 0)Ziffern 2-4: Annahme als Postulat (Ja 72, Nein 67, Enthalten 1)Ziffer 5:	zurückgezogen",,2025-05-16 13:00
0dd4c258984a4b8c83f4fad85ab53e79,Vorstoss-de,Kein Abzug der privaten Gewinnungskosten bei der Berechnung der Betreuungsgutscheine,Pas de déduction des frais d`obtention du revenu lors du calcul des bons de garde,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/0dd4c258984a4b8c83f4fad85ab53e79-332.pdf,7d410478c7594b9f8973dbfa91a0b583,,2025-05-16 13:30,7d410478c7594b9f8973dbfa91a0b583,2024.RRGR.280,Kein Abzug der privaten Gewinnungskosten bei der Berechnung der Betreuungsgutscheine,Pas de déduction des frais d`obtention du revenu lors du calcul des bons de garde,Motion,Motion,205-2024,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,36011f5d49b643a49e515876d53e332c,Maya,Weber Hadorn,Katja Streiff;Regula Bühlmann,2.0,,,,,,2024-09-04,,N,,,,,2025-03-12,09.00-11.45,Ablehnung,Rejet,,,2025-05-16 13:00
db02ddcab2be49a78fa5de043c39600b,Vorstoss-fr,Kein Abzug der privaten Gewinnungskosten bei der Berechnung der Betreuungsgutscheine,Pas de déduction des frais d`obtention du revenu lors du calcul des bons de garde,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/db02ddcab2be49a78fa5de043c39600b-332.pdf,7d410478c7594b9f8973dbfa91a0b583,,2025-05-16 13:30,7d410478c7594b9f8973dbfa91a0b583,2024.RRGR.280,Kein Abzug der privaten Gewinnungskosten bei der Berechnung der Betreuungsgutscheine,Pas de déduction des frais d`obtention du revenu lors du calcul des bons de garde,Motion,Motion,205-2024,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,36011f5d49b643a49e515876d53e332c,Maya,Weber Hadorn,Katja Streiff;Regula Bühlmann,2.0,,,,,,2024-09-04,,N,,,,,2025-03-12,09.00-11.45,Ablehnung,Rejet,,,2025-05-16 13:00
ba4ff6dcbf8d4d529840629c38eb9ac4,Vorstoss-de,Bahnangebot im Oberaargau stärken,Renforcer l’offre ferroviaire en Haute-Argovie,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/ba4ff6dcbf8d4d529840629c38eb9ac4-332.pdf,8c08e23c9bd74d2d8ce5f0e89b4c1ae5,,2025-05-16 13:30,8c08e23c9bd74d2d8ce5f0e89b4c1ae5,2023.RRGR.253,Bahnangebot im Oberaargau stärken,Renforcer l’offre ferroviaire en Haute-Argovie,Motion,Motion,184-2023,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,83a983f7ccee4084920274a287383d36,Fredy,Lindegger,Andreas Schüpbach;Reto Müller;Tabea Bossard-Jenni;Samuel Leuenberger;Tamara Jost-Morandi;Patrick Freudiger;Andreas Mühlemann;Christine Blum;Martin Lerch;Beat Bösiger;Johann Ulrich Grädel;Daniel Arn;Peter Haudenschild,0.0,,,,,,2023-09-04,,J,N,,,,2024-03-07,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
d83c3e0df49d413abba9029efe0a244a,Vorstoss-fr,Bahnangebot im Oberaargau stärken,Renforcer l’offre ferroviaire en Haute-Argovie,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/d83c3e0df49d413abba9029efe0a244a-332.pdf,8c08e23c9bd74d2d8ce5f0e89b4c1ae5,,2025-05-16 13:30,8c08e23c9bd74d2d8ce5f0e89b4c1ae5,2023.RRGR.253,Bahnangebot im Oberaargau stärken,Renforcer l’offre ferroviaire en Haute-Argovie,Motion,Motion,184-2023,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,83a983f7ccee4084920274a287383d36,Fredy,Lindegger,Andreas Schüpbach;Reto Müller;Tabea Bossard-Jenni;Samuel Leuenberger;Tamara Jost-Morandi;Patrick Freudiger;Andreas Mühlemann;Christine Blum;Martin Lerch;Beat Bösiger;Johann Ulrich Grädel;Daniel Arn;Peter Haudenschild,0.0,,,,,,2023-09-04,,J,N,,,,2024-03-07,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
23e5d1ffbc8149809295be438229c33a,Vorstoss-de,SBB-Ausbau auf der Strecke Wanzwil-Solothurn – Interessen der betroffenen Region wahrnehmen!,Extension de la ligne CFF entre Wanzwil et Soleure : il faut prendre en compte les intérêts de la région concernée !,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/23e5d1ffbc8149809295be438229c33a-332.pdf,2877c7d5917343c8ac740b09fc9e843b,,2025-05-16 13:30,2877c7d5917343c8ac740b09fc9e843b,2023.RRGR.332,SBB-Ausbau auf der Strecke Wanzwil-Solothurn – Interessen der betroffenen Region wahrnehmen!,Extension de la ligne CFF entre Wanzwil et Soleure : il faut prendre en compte les intérêts de la région concernée !,Motion,Motion,242-2023,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,cf0584ad725940abbde60b007be751af,Patrick,Freudiger,Samuel Leuenberger;Daniel Arn;Andreas Schüpbach;Reto Müller;Tamara Jost-Morandi;Peter Haudenschild;Christine Blum;Martin Lerch;Fredy Lindegger;Andreas Mühlemann;Beat Bösiger;Johann Ulrich Grädel,0.0,,,,,,2023-11-27,,J,J,,,,2024-03-07,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
bdbb68efd9134cbaa1eec31648090bef,Vorstoss-fr,SBB-Ausbau auf der Strecke Wanzwil-Solothurn – Interessen der betroffenen Region wahrnehmen!,Extension de la ligne CFF entre Wanzwil et Soleure : il faut prendre en compte les intérêts de la région concernée !,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/bdbb68efd9134cbaa1eec31648090bef-332.pdf,2877c7d5917343c8ac740b09fc9e843b,,2025-05-16 13:30,2877c7d5917343c8ac740b09fc9e843b,2023.RRGR.332,SBB-Ausbau auf der Strecke Wanzwil-Solothurn – Interessen der betroffenen Region wahrnehmen!,Extension de la ligne CFF entre Wanzwil et Soleure : il faut prendre en compte les intérêts de la région concernée !,Motion,Motion,242-2023,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,cf0584ad725940abbde60b007be751af,Patrick,Freudiger,Samuel Leuenberger;Daniel Arn;Andreas Schüpbach;Reto Müller;Tamara Jost-Morandi;Peter Haudenschild;Christine Blum;Martin Lerch;Fredy Lindegger;Andreas Mühlemann;Beat Bösiger;Johann Ulrich Grädel,0.0,,,,,,2023-11-27,,J,J,,,,2024-03-07,09.00–11.45,Annahme,Adoption,,,2025-05-16 13:00
50e22f4adf064a48b005ac57212855c2,Vorstoss-de,Verfahrensbeschleunigung durch gezielte Weiterbildung,Accélérer les procédures à l’aide d’une formation continue ciblée,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/50e22f4adf064a48b005ac57212855c2-332.pdf,146e62de8f024badb7753410cc71d614,,2025-05-16 13:30,146e62de8f024badb7753410cc71d614,2023.RRGR.266,Verfahrensbeschleunigung durch gezielte Weiterbildung,Accélérer les procédures à l’aide d’une formation continue ciblée,Motion,Motion,197-2023,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,b04819d32b034f13ad6bfe0bccba439b,Raphael,Lanz,Reto Jakob;Patrick Freudiger,0.0,,,,,,2023-09-05,,N,,,,,2024-06-12,09.00–11.45,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
25bedd85660e4a4b8ca7a239ac5d8222,Vorstoss-fr,Verfahrensbeschleunigung durch gezielte Weiterbildung,Accélérer les procédures à l’aide d’une formation continue ciblée,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/25bedd85660e4a4b8ca7a239ac5d8222-332.pdf,146e62de8f024badb7753410cc71d614,,2025-05-16 13:30,146e62de8f024badb7753410cc71d614,2023.RRGR.266,Verfahrensbeschleunigung durch gezielte Weiterbildung,Accélérer les procédures à l’aide d’une formation continue ciblée,Motion,Motion,197-2023,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,b04819d32b034f13ad6bfe0bccba439b,Raphael,Lanz,Reto Jakob;Patrick Freudiger,0.0,,,,,,2023-09-05,,N,,,,,2024-06-12,09.00–11.45,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
c1c5a72abc5d41e5b5576b4c340a57ec,Vorstoss-de,"Überbrückungsabgeltung der Betreuungsleistungen bei Menschen mit schwerer Demenz, um ein bedarfsgerechtes Angebot sicherzustellen",Indemnité transitoire pour les prestations d`encadrement des personnes atteintes de démence grave afin de garantir la conformité de l`offre aux besoins,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/c1c5a72abc5d41e5b5576b4c340a57ec-332.pdf,cf330d31e6b54dbd812acc3822839c75,,2025-05-16 13:30,cf330d31e6b54dbd812acc3822839c75,2021.RRGR.95,"Überbrückungsabgeltung der Betreuungsleistungen bei Menschen mit schwerer Demenz, um ein bedarfsgerechtes Angebot sicherzustellen",Indemnité transitoire pour les prestations d`encadrement des personnes atteintes de démence grave afin de garantir la conformité de l`offre aux besoins,Motion,Motion,070-2021,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,c12d2f5a55aa4e76bc755ca91008592c,Anne,Speiser-Niess,Melanie Beutler-Hohenberger;Matthias Matti;Hans Schär;Andrea de Meuron;Barbara Josi;Margret von Bergen,0.0,,,,,,2021-03-22,,J,J,,,,2021-09-14,13.30–16.20,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (96 Ja, 44 Nein, 8 Enthaltungen)Ziffer 2: Annahme (150 Ja, 0 Nein, 0 Enthaltungen)Ziffer 2: Abschreibung wird abgelehnt (58 Ja, 88 Nein, 3 Enthaltungen)","Chiffre 1 : adoption (96 Oui, 44 Non, 8 Abstentions)Chiffre 2 : adoption (150 Oui, 0 Non, 0 Abstentions)Chiffre 2 : rejet du classement (58 Oui, 88 Non, 3 Abstentions)",2025-05-16 13:00
6aef22b0d67e473994c67cb099ae4772,Vorstoss-fr,"Überbrückungsabgeltung der Betreuungsleistungen bei Menschen mit schwerer Demenz, um ein bedarfsgerechtes Angebot sicherzustellen",Indemnité transitoire pour les prestations d`encadrement des personnes atteintes de démence grave afin de garantir la conformité de l`offre aux besoins,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/6aef22b0d67e473994c67cb099ae4772-332.pdf,cf330d31e6b54dbd812acc3822839c75,,2025-05-16 13:30,cf330d31e6b54dbd812acc3822839c75,2021.RRGR.95,"Überbrückungsabgeltung der Betreuungsleistungen bei Menschen mit schwerer Demenz, um ein bedarfsgerechtes Angebot sicherzustellen",Indemnité transitoire pour les prestations d`encadrement des personnes atteintes de démence grave afin de garantir la conformité de l`offre aux besoins,Motion,Motion,070-2021,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,c12d2f5a55aa4e76bc755ca91008592c,Anne,Speiser-Niess,Melanie Beutler-Hohenberger;Matthias Matti;Hans Schär;Andrea de Meuron;Barbara Josi;Margret von Bergen,0.0,,,,,,2021-03-22,,J,J,,,,2021-09-14,13.30–16.20,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (96 Ja, 44 Nein, 8 Enthaltungen)Ziffer 2: Annahme (150 Ja, 0 Nein, 0 Enthaltungen)Ziffer 2: Abschreibung wird abgelehnt (58 Ja, 88 Nein, 3 Enthaltungen)","Chiffre 1 : adoption (96 Oui, 44 Non, 8 Abstentions)Chiffre 2 : adoption (150 Oui, 0 Non, 0 Abstentions)Chiffre 2 : rejet du classement (58 Oui, 88 Non, 3 Abstentions)",2025-05-16 13:00
e70fb5f329a943e483b82683c984494f,Vorstoss-de,Der Regierungsrat erstellt einen Bericht über die Tätigkeit des AGR,Le Conseil-exécutif rédige un rapport sur l’activité de l’OACOT,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/e70fb5f329a943e483b82683c984494f-332.pdf,def9f6d7e81c4e6b8d23a8e7048113c4,,2025-05-16 13:30,def9f6d7e81c4e6b8d23a8e7048113c4,2021.RRGR.284,Der Regierungsrat erstellt einen Bericht über die Tätigkeit des AGR,Le Conseil-exécutif rédige un rapport sur l’activité de l’OACOT,Motion,Motion,184-2021,DIJ Direktion für Inneres und Justiz,DIJ Direction de l’intérieur et de la justice,DIJ,DIJ,,,,c12d2f5a55aa4e76bc755ca91008592c,Anne,Speiser-Niess,Barbara Josi;Matthias Matti;Martin Egger;Hans Schär,2.0,,,,,,2021-09-06,,J,J,,,,2021-12-08,13.30–16.30,Annahme,Adoption,,,2025-05-16 13:00
daace0ab9c554e56b2153b7eb9f8f571,Vorstoss-fr,Der Regierungsrat erstellt einen Bericht über die Tätigkeit des AGR,Le Conseil-exécutif rédige un rapport sur l’activité de l’OACOT,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/daace0ab9c554e56b2153b7eb9f8f571-332.pdf,def9f6d7e81c4e6b8d23a8e7048113c4,,2025-05-16 13:30,def9f6d7e81c4e6b8d23a8e7048113c4,2021.RRGR.284,Der Regierungsrat erstellt einen Bericht über die Tätigkeit des AGR,Le Conseil-exécutif rédige un rapport sur l’activité de l’OACOT,Motion,Motion,184-2021,DIJ Direktion für Inneres und Justiz,DIJ Direction de l’intérieur et de la justice,DIJ,DIJ,,,,c12d2f5a55aa4e76bc755ca91008592c,Anne,Speiser-Niess,Barbara Josi;Matthias Matti;Martin Egger;Hans Schär,2.0,,,,,,2021-09-06,,J,J,,,,2021-12-08,13.30–16.30,Annahme,Adoption,,,2025-05-16 13:00
a0685ae94b714a87aa5b6827c38a4fa9,M-081-2015-vorstosstext-fr,Mehr Handlungsspielraum für Sozialämter bei der Personalrekrutierung,Donner plus de latitude aux services sociaux dans le recrutement du personnel,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/a0685ae94b714a87aa5b6827c38a4fa9-332.pdf,9835faee242a4f4d85caf51d824999a1,,2025-05-16 13:30,9835faee242a4f4d85caf51d824999a1,2015.RRGR.296,Mehr Handlungsspielraum für Sozialämter bei der Personalrekrutierung,Donner plus de latitude aux services sociaux dans le recrutement du personnel,Motion,Motion,081-2015,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Philippe Messerli;Barbara Mühlheim,15.0,,,,,,2015-03-16,,J,N,,,,2015-11-24,17.00-19.00,Annahme,Adoption,,,2025-05-16 13:00
1e92ab27ec024106b82590fbb36f1ed1,M-081-2015-vorstosstext-de,Mehr Handlungsspielraum für Sozialämter bei der Personalrekrutierung,Donner plus de latitude aux services sociaux dans le recrutement du personnel,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/1e92ab27ec024106b82590fbb36f1ed1-332.pdf,9835faee242a4f4d85caf51d824999a1,,2025-05-16 13:30,9835faee242a4f4d85caf51d824999a1,2015.RRGR.296,Mehr Handlungsspielraum für Sozialämter bei der Personalrekrutierung,Donner plus de latitude aux services sociaux dans le recrutement du personnel,Motion,Motion,081-2015,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Philippe Messerli;Barbara Mühlheim,15.0,,,,,,2015-03-16,,J,N,,,,2015-11-24,17.00-19.00,Annahme,Adoption,,,2025-05-16 13:00
6f590aa1fe1e4af09a7cbce0182d6aee,Vorstoss-de,Umsetzung der integrierten Versorgung in der Region Simmental/Saanenland,Mise en œuvre des soins intégrés dans la région du Simmental et du Pays de Gessenay,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/6f590aa1fe1e4af09a7cbce0182d6aee-332.pdf,d92e096928384697a7cdbadd813ab35c,,2025-05-16 13:30,d92e096928384697a7cdbadd813ab35c,2024.GRPARL.67,Umsetzung der integrierten Versorgung in der Region Simmental/Saanenland,Mise en œuvre des soins intégrés dans la région du Simmental et du Pays de Gessenay,Motion,Motion,250-2024,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,c12d2f5a55aa4e76bc755ca91008592c,Anne,Speiser-Niess,Matthias Matti;Hans Schär,0.0,,,,,,2024-11-25,,J,J,,,,2025-03-12,09.00-11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (153 Ja, 0 Nein, 0 Enthaltungen)Ziffer 2: Annahme (153 Ja, 0 Nein, 0 Enthaltungen)Ziffer 3: Annahme (155 Ja, 0 Nein, 0 Enthaltungen)Ziffer 4: Annahme (105 Ja, 24 Nein, 26 Enthaltungen)","Chiffre 1 : adoption (153 oui, 0 non, 0 abstentions)Chiffre 2 : adoption (153 oui, 0 non, 0 abstentions)Chiffre 3 : adoption (155 oui, 0 non, 0 abstentions)Chiffre 4 : adoption (105 oui, 24 non, 26 abstentions)",2025-05-16 13:00
02229b2d7e094b849ec999918a618d75,Vorstoss-fr,Umsetzung der integrierten Versorgung in der Region Simmental/Saanenland,Mise en œuvre des soins intégrés dans la région du Simmental et du Pays de Gessenay,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/02229b2d7e094b849ec999918a618d75-332.pdf,d92e096928384697a7cdbadd813ab35c,,2025-05-16 13:30,d92e096928384697a7cdbadd813ab35c,2024.GRPARL.67,Umsetzung der integrierten Versorgung in der Region Simmental/Saanenland,Mise en œuvre des soins intégrés dans la région du Simmental et du Pays de Gessenay,Motion,Motion,250-2024,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,c12d2f5a55aa4e76bc755ca91008592c,Anne,Speiser-Niess,Matthias Matti;Hans Schär,0.0,,,,,,2024-11-25,,J,J,,,,2025-03-12,09.00-11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (153 Ja, 0 Nein, 0 Enthaltungen)Ziffer 2: Annahme (153 Ja, 0 Nein, 0 Enthaltungen)Ziffer 3: Annahme (155 Ja, 0 Nein, 0 Enthaltungen)Ziffer 4: Annahme (105 Ja, 24 Nein, 26 Enthaltungen)","Chiffre 1 : adoption (153 oui, 0 non, 0 abstentions)Chiffre 2 : adoption (153 oui, 0 non, 0 abstentions)Chiffre 3 : adoption (155 oui, 0 non, 0 abstentions)Chiffre 4 : adoption (105 oui, 24 non, 26 abstentions)",2025-05-16 13:00
